case_name,dice,iou,precision,recall,tp,fp,fn,tn,gt_area,pred_area,fp_area_ratio,fn_area_ratio,num_gt_cc,num_pred_cc,mean_component_size,perimeter,boundary_to_area_ratio,thinness_score,fragmentation_ratio,mean_routing_entropy,cnn_expert_fraction,vit_expert_fraction,expert_hhi_concentration,mean_gs,cnn_expert_selections,vit_expert_selections,error_taxonomy,primary_error_category,performance_tier
20160329_103807_721_1,0.7222055598749093,0.5651969809824876,0.706572769634086,0.7385457458884793,15652,6500,5541,202707,21193,22152,0.2934272300469484,0.2614542537630349,1,3,21193.0,3008,0.1419336573396876,0.0709668286698438,3.0,1.9999550844208516,0.203125,0.796875,0.0751953125,0.51354375,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160329_103807_721_1281,0.6783908536416996,0.513306718185939,0.6269808995246611,0.7389846707903033,1543,918,545,227394,2088,2461,0.3730190979276717,0.261015325670498,2,2,1044.0,664,0.318007662835249,0.1590038314176245,1.0,1.999924165559832,0.234375,0.765625,0.0732421875,0.5149375,15,49,['boundary_margin_error'],boundary_margin_error,Low_Dice (<25%)
20160330_165956_1281_721,0.6469181588761319,0.4781071914606454,0.4958479834698526,0.9303761918439414,6628,6739,496,216537,7124,13367,0.504152016159198,0.0696238068500842,5,1,1424.8,3495,0.4905951712521055,0.2452975856260527,0.2,1.999961219243816,0.109375,0.890625,0.0771484375,0.51408125,7,57,['complex_topology'],complex_topology,Low_Dice (<25%)
20160330_165956_1921_721,0.6824559430449793,0.5179758046362448,0.5302633869437787,0.95717883980293,6080,5386,272,218662,6352,11466,0.4697366125937554,0.0428211586901763,2,1,3176.0,3591,0.5653337531486146,0.2826668765743073,0.5,1.9999757493845995,0.15625,0.84375,0.07421875,0.51496875,10,54,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160330_165956_1_1081,0.8110050197799956,0.6820928879194529,0.7170583109512112,0.933280470170729,8239,3251,589,218321,8828,11490,0.2829416884247171,0.0667195287720888,1,2,8828.0,3489,0.3952197553239692,0.1976098776619846,2.0,1.99997102436492,0.1875,0.8125,0.06884765625,0.51411875,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_165956_1_721,0.6644426997223687,0.4975022034503847,0.5109143944161408,0.9498784347299823,5079,4862,268,220191,5347,9941,0.4890856050699125,0.0501215634935477,5,4,1069.4,4121,0.7707125490929493,0.3853562745464746,0.8,1.9999475058804892,0.234375,0.765625,0.068359375,0.51460625,15,49,['complex_topology'],complex_topology,Low_Dice (<25%)
20160330_165956_641_721,0.780437249775237,0.6399320163160149,0.6531471991961447,0.9693514760704284,7907,4199,250,218044,8157,12106,0.3468528002643317,0.0306485227412038,2,1,4078.5,4056,0.4972416329532916,0.2486208164766458,0.5,1.999958541017154,0.234375,0.765625,0.06787109375,0.5162625,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_170359_1281_721,0.7811840092068472,0.6409367903833344,0.9276745872063662,0.674649091745573,26820,2091,12934,188555,39754,28911,0.0723254124727612,0.325350908084721,1,2,39754.0,3228,0.0811993761634049,0.0405996880817024,2.0,1.999974377904146,0.15625,0.84375,0.07275390625,0.5129,10,54,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_170359_1921_361,0.8633870697292706,0.7596139782816134,0.886266704073775,0.8416590155847821,15585,2000,2932,209883,18517,17585,0.1137332954222348,0.1583409839606847,1,1,18517.0,1564,0.0844629259599287,0.0422314629799643,1.0,1.999942051629977,0.15625,0.84375,0.072265625,0.51425,10,54,['high_quality'],high_quality,Medium_Dice (25-75%)
20160330_170359_1921_721,0.8628642140031805,0.7588049067040741,0.9157115563917329,0.8157838754240443,19175,1765,4330,205130,23505,20940,0.0842884431709646,0.1842161242288874,2,3,11752.5,1744,0.0741969793660923,0.0370984896830461,1.5,1.99996148586964,0.171875,0.828125,0.076171875,0.51376875,11,53,['high_quality'],high_quality,Medium_Dice (25-75%)
20160330_170359_1_721,0.8187236474210356,0.6930839220082557,0.8339447936076331,0.8040481736043209,28641,5703,6980,189076,35621,34344,0.1660552061495457,0.1959518261699559,1,1,35621.0,3446,0.0967406866735914,0.0483703433367957,1.0,1.9999609925600983,0.140625,0.859375,0.07958984375,0.5128312500000001,9,55,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_170359_641_721,0.8446085135146247,0.7310150052116691,0.8777789193033334,0.8138537760230408,25625,3568,5861,195346,31486,29193,0.1222210803959853,0.186146223718478,1,1,31486.0,3540,0.1124309216794765,0.0562154608397382,1.0,1.999938442132369,0.125,0.875,0.07958984375,0.51315625,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_172309_1281_361,0.8458872453524219,0.7329329321992664,0.7591498177717473,0.955001955191076,7322,2323,345,220410,7667,9645,0.2408501814411612,0.0449980435633233,1,1,7667.0,2848,0.3714621103430285,0.1857310551715142,1.0,1.9999695095238976,0.203125,0.796875,0.072265625,0.51528125,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_172309_1281_721,0.8685817686794526,0.7676929225947489,0.796934865645934,0.9543838179350804,24960,6360,1193,197887,26153,31320,0.2030651340996168,0.0456161816999961,4,2,6538.25,4491,0.1717202615378733,0.0858601307689366,0.5,1.9999444435202545,0.15625,0.84375,0.076171875,0.51385,10,54,['high_quality'],high_quality,High_Dice (>75%)
20160330_172309_1921_361,0.8748066164242512,0.7774722365005435,0.7917070539624625,0.9773966221397444,14702,3868,340,211490,15042,18570,0.2082929456112008,0.0226033772104773,1,1,15042.0,1696,0.1127509639675575,0.0563754819837787,1.0,1.9999348039069669,0.234375,0.765625,0.07568359375,0.51694375,15,49,['high_quality'],high_quality,High_Dice (>75%)
20160330_172309_1921_721,0.7987126434945487,0.664880587620606,0.6944633217291771,0.939789017614396,17372,7643,1113,204272,18485,25015,0.305536677993204,0.0602109818771977,1,3,18485.0,2827,0.1529348120097376,0.0764674060048688,3.0,1.9999555358048973,0.203125,0.796875,0.08056640625,0.5127625,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_172309_1_721,0.8736211784657996,0.7756015665101653,0.8890789539268301,0.858691723445355,16632,2075,2737,208956,19369,18707,0.1109210455979045,0.1413082761113119,1,1,19369.0,3466,0.1789457380350043,0.0894728690175021,1.0,1.99997119904162,0.21875,0.78125,0.0703125,0.515875,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160330_172309_641_361,0.7778464056457765,0.636455523462077,0.636455523462077,0.9999999947061938,1889,1079,0,227432,1889,2968,0.363544474393531,0.0,1,1,1889.0,624,0.3303335097935415,0.1651667548967707,1.0,1.9999313312517315,0.25,0.75,0.078125,0.5185062500000001,16,48,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160330_172309_641_721,0.8453565036600911,0.7321363748549028,0.8428970968454377,0.8478303043239248,26220,4887,4706,194587,30926,31107,0.1571029028835953,0.1521696954019271,3,1,10308.666666666666,6929,0.2240509603569812,0.1120254801784906,0.3333333333333333,1.9999132282050944,0.09375,0.90625,0.0849609375,0.5079750000000001,6,58,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1281_1081,0.8233002126956942,0.699668871855401,0.7273666067904764,0.9483841968205377,2113,792,115,227380,2228,2905,0.2726333907056799,0.0516157989228007,1,1,2228.0,838,0.3761220825852783,0.1880610412926391,1.0,1.99994337045374,0.21875,0.78125,0.0732421875,0.51670625,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1281_361,0.8383583260944292,0.7217013171331685,0.7400027856485958,0.966866919776321,5311,1866,182,223041,5493,7177,0.2599972133203288,0.033133078463499,1,1,5493.0,1826,0.3324230839249954,0.1662115419624977,1.0,1.99995872468076,0.203125,0.796875,0.0732421875,0.518275,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1281_721,0.8498650072974665,0.7389263109893677,0.8191280729980932,0.8829986170558594,10860,2398,1439,215703,12299,13258,0.18087192638407,0.1170013822261972,3,2,4099.666666666667,3719,0.3023823075046751,0.1511911537523375,0.6666666666666666,1.999969781236198,0.203125,0.796875,0.06982421875,0.5156499999999999,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1921_1,0.8456203202215699,0.7325322292435682,0.7777777771205934,0.9264291456054458,9205,2630,731,217834,9936,11835,0.2222222222222222,0.0735708534621578,2,1,4968.0,2878,0.2896537842190016,0.1448268921095008,0.5,1.9999565334399367,0.15625,0.84375,0.0751953125,0.51410625,10,54,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1921_361,0.7633262249277524,0.6172413778913992,0.6356534075860478,0.9551760905187616,2685,1539,126,226050,2811,4224,0.3643465909090909,0.0448239060832443,1,2,2811.0,1008,0.3585912486659551,0.1792956243329775,2.0,1.9999471952180827,0.21875,0.78125,0.0771484375,0.5165375000000001,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_1_361,0.8925584028905658,0.8059643101904954,0.8889737118663789,0.8961721204255597,26783,3345,3103,197169,29886,30128,0.1110262878385554,0.1038278792745767,1,1,29886.0,5157,0.172555711704477,0.0862778558522385,1.0,1.9999555656250585,0.125,0.875,0.08056640625,0.51173125,8,56,['high_quality'],high_quality,High_Dice (>75%)
20160402_150314_1_721,0.8140596465743256,0.6864254548914333,0.7643585096062877,0.8706737540732628,8025,2474,1192,218709,9217,10499,0.2356414896656824,0.1293262449820983,2,3,4608.5,3065,0.3325377020722578,0.1662688510361289,1.5,1.9999757201336488,0.15625,0.84375,0.07568359375,0.5136937500000001,10,54,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_150314_641_361,0.8758234923083758,0.779080052212428,0.9062379409566071,0.8473842443206443,7046,729,1269,221356,8315,7775,0.0937620578778135,0.1526157546602525,1,1,8315.0,1802,0.2167167769092002,0.1083583884546001,1.0,1.999976552732812,0.171875,0.828125,0.07470703125,0.51685625,11,53,['high_quality'],high_quality,High_Dice (>75%)
20160402_150314_641_721,0.8380756344920539,0.7212824340125457,0.8617970529729002,0.8156251224260085,20765,3330,4694,201611,25459,24095,0.1382029466694335,0.1843748772536234,1,1,25459.0,7162,0.2813150555795592,0.1406575277897796,1.0,1.9998330132026287,0.125,0.875,0.07666015625,0.5102187499999999,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_151049_1281_721,0.9363749775939604,0.8803619300679619,0.9083679112383316,0.966164030620374,34151,3445,1196,191608,35347,37596,0.0916320885200553,0.033835969106289,2,1,17673.5,3596,0.1017342348714176,0.0508671174357088,0.5,1.999949894380132,0.09375,0.90625,0.08349609375,0.5120625000000001,6,58,['high_quality'],high_quality,High_Dice (>75%)
20160402_151049_1921_1081,0.9378926091282316,0.8830487549459737,0.9287105144262708,0.9472580817901036,17170,1318,956,210956,18126,18488,0.0712894850713976,0.0527419176873,1,1,18126.0,1926,0.1062562065541211,0.0531281032770605,1.0,1.9999575933170837,0.203125,0.796875,0.07373046875,0.5161437500000001,13,51,['high_quality'],high_quality,High_Dice (>75%)
20160402_151049_1921_721,0.9318196992917483,0.8723430854078756,0.9131003791331412,0.951322606603344,20931,1992,1071,206406,22002,22923,0.086899620468525,0.0486773929642759,1,1,22002.0,2377,0.1080356331242614,0.0540178165621307,1.0,1.9999532842037548,0.15625,0.84375,0.07861328125,0.5136375,10,54,['high_quality'],high_quality,High_Dice (>75%)
20160402_151049_1_361,0.8807762874986709,0.7869528474608913,0.8240540824606045,0.9458844556163628,23282,4971,1332,200815,24614,28253,0.1759459172477259,0.0541155439993499,2,1,12307.0,4093,0.1662874786706752,0.0831437393353376,0.5,1.999946007770063,0.140625,0.859375,0.0771484375,0.51475,9,55,['high_quality'],high_quality,High_Dice (>75%)
20160402_151049_1_721,0.8407913560509173,0.7253149469163623,0.740731081522697,0.9721065535496513,17042,5965,489,206904,17531,23007,0.259268918155344,0.0278934458958416,1,1,17531.0,4794,0.2734584450402145,0.1367292225201072,1.0,1.9999663251119533,0.203125,0.796875,0.0693359375,0.5126187499999999,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_151049_641_361,0.7897846373360309,0.6525984231414222,0.6536277581904487,0.9975926769494816,2072,1098,5,227225,2077,3170,0.3463722397476341,0.0024073182474723,1,1,2077.0,517,0.2489167067886374,0.1244583533943187,1.0,1.9999551755888751,0.234375,0.765625,0.0751953125,0.5159812500000001,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160402_151049_641_721,0.9271429234771472,0.8641812071390091,0.889218484947538,0.9684463658743572,39869,4967,1299,184265,41168,44836,0.110781514854135,0.0315536338904003,1,2,41168.0,4241,0.1030169063350174,0.0515084531675087,2.0,1.9999531774873227,0.109375,0.890625,0.08544921875,0.50991875,7,57,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_1281_1081,0.9291684995075028,0.8677074769281252,0.9145496530516456,0.9442622945190688,15840,1480,935,212145,16775,17320,0.0854503464203233,0.0557377049180327,1,1,16775.0,2057,0.1226229508196721,0.061311475409836,1.0,1.9999710921901808,0.15625,0.84375,0.0830078125,0.5134749999999999,10,54,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_1281_361,0.9145887747054628,0.8426196020381861,0.8491841822002291,0.9909090892094184,5777,1026,53,223544,5830,6803,0.1508158165515213,0.009090909090909,1,1,5830.0,732,0.125557461406518,0.062778730703259,1.0,1.9999573281782128,0.234375,0.765625,0.07421875,0.5154375,15,49,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_1281_721,0.9474068495508012,0.9000693659715447,0.9169242997710174,0.979985838805762,41522,3762,848,184268,42370,45284,0.0830757000264994,0.0200141609629454,1,1,42370.0,4055,0.0957045079065376,0.0478522539532688,1.0,1.9999246591688151,0.109375,0.890625,0.0869140625,0.5065999999999999,7,57,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_1921_361,0.8535557010357738,0.7445243539585243,0.7690792431511261,0.958880077918125,13665,4103,586,212046,14251,17768,0.2309207564160288,0.0411199214090239,3,1,4750.333333333333,3394,0.2381587257034594,0.1190793628517297,0.3333333333333333,1.9999726576802044,0.171875,0.828125,0.07470703125,0.5135875,11,53,['high_quality'],high_quality,Medium_Dice (25-75%)
20160402_151054_1_361,0.8932034304836206,0.807016804247876,0.923365056761082,0.864949928338988,57437,4767,8968,159228,66405,62204,0.0766349430904765,0.1350500715307582,1,1,66405.0,5533,0.0833220390030871,0.0416610195015435,1.0,1.999916568986078,0.09375,0.90625,0.083984375,0.5065500000000001,6,58,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_1_721,0.5337357945068611,0.3640106554516574,0.5477405227852021,0.5204293610788456,1503,1241,1385,226271,2888,2744,0.4522594752186589,0.4795706371191136,1,2,2888.0,396,0.1371191135734072,0.0685595567867036,2.0,1.999962857945497,0.21875,0.78125,0.07470703125,0.5158562500000001,14,50,['thin_low_area_failure'],thin_low_area_failure,Low_Dice (<25%)
20160402_151054_641_361,0.9213819844344342,0.8542245457965153,0.9268552168393872,0.9159730124279568,10454,825,959,218162,11413,11279,0.0731447823388598,0.0840269867694734,1,1,11413.0,1572,0.1377376675720669,0.0688688337860334,1.0,1.9999540220152008,0.234375,0.765625,0.0712890625,0.51790625,15,49,['high_quality'],high_quality,High_Dice (>75%)
20160402_151054_641_721,0.9312960738618,0.8714257064882993,0.8963739115975521,0.9690496361017484,21729,2512,694,205465,22423,24241,0.1036260880326719,0.0309503634660839,1,1,22423.0,2562,0.1142576818445346,0.0571288409222673,1.0,1.999943405180652,0.171875,0.828125,0.0849609375,0.51333125,11,53,['high_quality'],high_quality,High_Dice (>75%)
20160405_171348_1281_361,0.773925923632812,0.631222809902258,0.6333656613318832,0.9946686900634524,1306,756,7,228331,1313,2062,0.3666343355965082,0.0053313023610053,1,4,1313.0,228,0.1736481340441736,0.0868240670220868,4.0,1.9999282466256427,0.203125,0.796875,0.0751953125,0.5154375,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160405_171348_1281_721,0.8784252983699999,0.7832071257432717,0.8457103089656749,0.9137731945235442,34028,6208,3211,186953,37239,40236,0.1542896908241376,0.0862268052310749,2,1,18619.5,4149,0.1114154515427374,0.0557077257713687,0.5,1.9999526766458504,0.140625,0.859375,0.076171875,0.50983125,9,55,['high_quality'],high_quality,High_Dice (>75%)
20160405_171348_1921_721,0.835376822766892,0.7172936612437734,0.875183788896414,0.7990334860882959,32738,4669,8234,184759,40972,37407,0.1248162108696233,0.2009665137166845,4,2,10243.0,5734,0.139949233622962,0.069974616811481,0.5,1.9999682439229611,0.140625,0.859375,0.07275390625,0.5125,9,55,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160405_171348_1_721,0.7560124883218678,0.6077331815831585,0.8056927473860949,0.7121031106207546,30995,7475,12531,179399,43526,38470,0.194307252404471,0.2878968892156412,5,5,8705.2,8064,0.1852685751045352,0.0926342875522676,1.0,1.99995923533844,0.09375,0.90625,0.0810546875,0.50980625,6,58,"['complex_topology', 'boundary_margin_error']",complex_topology,Medium_Dice (25-75%)
20160405_171348_641_721,0.8481621242699983,0.7363554734058884,0.845915806845298,0.8504204033490973,30343,5527,5337,189193,35680,35870,0.1540841929188737,0.149579596412556,3,2,11893.333333333334,4812,0.1348654708520179,0.0674327354260089,0.6666666666666666,1.9999522707291493,0.109375,0.890625,0.0810546875,0.51096875,7,57,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160407_163130_1281_721,0.8852418617369601,0.794111145146067,0.9537007534492404,0.8259530046323847,17962,872,3785,207781,21747,18834,0.0462992460443878,0.1740469949878144,2,1,10873.5,4406,0.2026026578378627,0.1013013289189313,0.5,1.9999624646713268,0.203125,0.796875,0.0703125,0.51595625,13,51,['high_quality'],high_quality,High_Dice (>75%)
20160407_163130_1921_721,0.8647566323533592,0.7617367843742612,0.9659255354782756,0.782770936199813,14684,518,4075,211123,18759,15202,0.0340744638863307,0.2172290633829095,1,1,18759.0,3963,0.2112585958739805,0.1056292979369902,1.0,1.999934424177592,0.203125,0.796875,0.06982421875,0.5162875,13,51,['high_quality'],high_quality,High_Dice (>75%)
20160407_163130_1_361,0.6509792004691374,0.4825568298839594,0.5289908696545994,0.8460931300469884,2144,1909,390,225957,2534,4053,0.4710091290402171,0.1539068666140489,2,4,1267.0,693,0.2734806629834254,0.1367403314917127,2.0,1.9999657950250824,0.25,0.75,0.0810546875,0.51810625,16,48,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160407_163130_1_721,0.8431166488986288,0.7287827662970243,0.9169278990876908,0.780303450908518,14040,1272,3953,211135,17993,15312,0.0830721003134796,0.2196965486578113,4,2,4498.25,3803,0.2113599733229589,0.1056799866614794,0.5,1.9999686690500276,0.21875,0.78125,0.0703125,0.5159625,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160407_163130_641_721,0.8537537305543853,0.744825744093637,0.9443566586092796,0.7790140120203836,16734,986,4747,207933,21481,17720,0.0556433408577878,0.2209859876169638,1,2,21481.0,3919,0.1824402960756017,0.0912201480378008,2.0,1.9999617975715969,0.203125,0.796875,0.068359375,0.516225,13,51,['high_quality'],high_quality,Medium_Dice (25-75%)
20160407_163257_1281_1,0.8826172641377149,0.7898969939396804,0.8026381813731177,0.980299447526224,11196,2753,225,216226,11421,13949,0.1973618180514732,0.0197005516154452,2,1,5710.5,2159,0.1890377375010944,0.0945188687505472,0.5,1.9999728555774872,0.203125,0.796875,0.0732421875,0.517075,13,51,['high_quality'],high_quality,High_Dice (>75%)
20160407_163257_1281_361,0.8902230441236263,0.8021639297967139,0.850757221395185,0.933528549829042,12752,2237,908,214503,13660,14989,0.1492427780372273,0.0664714494875549,1,1,13660.0,3222,0.2358711566617862,0.1179355783308931,1.0,1.9999624342097155,0.21875,0.78125,0.0693359375,0.5172687499999999,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160407_163257_1281_721,0.8738286018784269,0.7759286049494349,0.835584414499241,0.9157415301512362,6434,1266,592,222108,7026,7700,0.1644155844155844,0.0842584685454028,1,1,7026.0,1974,0.2809564474807856,0.1404782237403928,1.0,1.9999606554240643,0.21875,0.78125,0.06787109375,0.5178562499999999,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160407_163257_1921_1081,0.7768120000162541,0.6350716325099466,0.6755669340702671,0.9137532966461852,5541,2661,523,221675,6064,8202,0.3244330651060716,0.0862467018469657,3,1,2021.3333333333333,2190,0.3611477572559367,0.1805738786279683,0.3333333333333333,1.999954039477371,0.234375,0.765625,0.0703125,0.517825,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160407_163257_1921_721,0.8586863798274905,0.7523667155550988,0.8059781147504963,0.9187709143310452,6040,1454,534,222372,6574,7494,0.1940218841740058,0.081229084271372,1,1,6574.0,2038,0.3100091268634012,0.1550045634317006,1.0,1.999964696841325,0.21875,0.78125,0.07373046875,0.5171125,14,50,['high_quality'],high_quality,Medium_Dice (25-75%)
20160407_163257_1_1,0.8762966273944203,0.7798291335216991,0.8107640189606594,0.95335457518733,10771,2514,527,216588,11298,13285,0.1892359804290553,0.046645423968844,1,1,11298.0,3246,0.2873074880509825,0.1436537440254912,1.0,1.9999635243216605,0.21875,0.78125,0.06982421875,0.5168,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160407_163257_641_361,0.8528020374577866,0.7433782706238079,0.7826667773376749,0.9367442780686076,9374,2603,633,217790,10007,11977,0.2173332220088503,0.0632557209953032,2,1,5003.5,3413,0.341061257120016,0.170530628560008,0.5,1.999937458733264,0.234375,0.765625,0.068359375,0.5163875,15,49,['high_quality'],high_quality,Medium_Dice (25-75%)
20160407_165001_1281_1081,0.4964616218723043,0.3301955102007644,0.3340659337600128,0.9661016923567222,3648,7272,128,219352,3776,10920,0.6659340659340659,0.0338983050847457,2,2,1888.0,1841,0.4875529661016949,0.2437764830508474,1.0,1.999962606480446,0.1875,0.8125,0.0771484375,0.5138375,12,52,"['false_crack_high_fp', 'thin_low_area_failure', 'over_segmentation']",false_crack_high_fp,Low_Dice (<25%)
20160407_165001_1281_361,0.7763817367743283,0.6344966891288875,0.6763157890691891,0.9112006439071711,11308,5412,1102,212578,12410,16720,0.3236842105263158,0.0887993553585817,2,2,6205.0,2498,0.2012892828364222,0.1006446414182111,1.0,1.9999715489376528,0.15625,0.84375,0.07666015625,0.5157750000000001,10,54,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160407_165001_1281_721,0.8036858264118597,0.6718016422068638,0.7553612656625516,0.8586161619002135,4579,1483,754,223584,5333,6062,0.2446387330913889,0.1413838364897806,1,1,5333.0,1172,0.219763735233452,0.109881867616726,1.0,1.9999534058209492,0.140625,0.859375,0.07373046875,0.5138812500000001,9,55,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160407_165001_1921_361,0.64927234859743,0.4806833915950694,0.5407792198428065,0.8122236649877147,3123,2652,722,223903,3845,5775,0.4592207792207792,0.1877763328998699,1,1,3845.0,1108,0.2881664499349805,0.1440832249674902,1.0,1.999949563034952,0.21875,0.78125,0.07958984375,0.51629375,14,50,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160407_165001_1921_721,0.6723688324437421,0.5064424886027322,0.5117497614228725,0.9799331088781802,6446,6150,132,217672,6578,12596,0.4882502381708479,0.020066889632107,2,3,3289.0,2875,0.4370629370629371,0.2185314685314685,1.5,1.999964656547057,0.15625,0.84375,0.0732421875,0.5119437499999999,10,54,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160407_165001_1_1081,0.5892999198594869,0.4177357952661275,0.532817837560119,0.6591768617148457,2963,2598,1532,223307,4495,5561,0.4671821614817479,0.3408231368186874,2,2,2247.5,2332,0.5187986651835372,0.2593993325917686,1.0,1.9999480007453827,0.21875,0.78125,0.07275390625,0.51436875,14,50,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160407_165001_1_721,0.8787921227824891,0.7837905357598608,0.8736285152472133,0.8840171320536423,15686,2269,2058,210387,17744,17955,0.1263714842662211,0.1159828674481514,1,1,17744.0,3895,0.2195108205590622,0.1097554102795311,1.0,1.999940950870453,0.203125,0.796875,0.0703125,0.51415625,13,51,['high_quality'],high_quality,High_Dice (>75%)
20160407_165001_641_1081,0.4487951802029713,0.2893203879173706,0.2984131870306375,0.9047174175398532,1937,4554,204,223705,2141,6491,0.7015868125096287,0.0952825782344698,2,5,1070.5,1225,0.572162540868753,0.2860812704343765,2.5,1.9999644004254096,0.25,0.75,0.076171875,0.51514375,16,48,"['false_crack_high_fp', 'thin_low_area_failure', 'over_segmentation']",false_crack_high_fp,Low_Dice (<25%)
20160407_165001_641_361,0.8794979594165024,0.7849141969955779,0.8482409058746327,0.9131467448240168,14225,2545,1353,212277,15578,16770,0.1517590936195587,0.0868532545898061,1,1,15578.0,3166,0.2032353318782899,0.1016176659391449,1.0,1.999952145967568,0.140625,0.859375,0.08154296875,0.51468125,9,55,['high_quality'],high_quality,High_Dice (>75%)
20160407_165001_641_721,0.5221674866558277,0.3533333323911111,0.3614293498051572,0.9403832438581744,1325,2341,84,226650,1409,3666,0.6385706492089471,0.0596167494677075,2,4,704.5,474,0.3364088005677785,0.1682044002838892,2.0,1.9999519143930573,0.234375,0.765625,0.07666015625,0.51686875,15,49,"['thin_low_area_failure', 'over_segmentation']",thin_low_area_failure,Low_Dice (<25%)
IMG_2931_1297_485,0.7612952761278698,0.614589790009114,0.6417781600306902,0.935514309734148,2974,1660,205,308793,3179,4634,0.3582218385843763,0.0644856873230575,8,3,397.375,1061,0.3337527524378735,0.1668763762189367,0.375,1.9999331812304608,0.296875,0.703125,0.07861328125,0.51779375,19,45,"['complex_topology', 'boundary_margin_error']",complex_topology,Medium_Dice (25-75%)
IMG_2931_1297_969,0.8967027514681833,0.8127481081471439,0.8294603265330528,0.9758093516404592,10851,2231,269,300281,11120,13082,0.1705396728329001,0.0241906474820143,1,1,11120.0,2558,0.2300359712230215,0.1150179856115107,1.0,1.9999440118022045,0.28125,0.71875,0.068359375,0.51890625,18,46,['high_quality'],high_quality,High_Dice (>75%)
IMG_2931_1945_485,0.8609810387188294,0.7558970201430152,0.772984147797403,0.9715869699036956,5608,1647,164,306213,5772,7255,0.2270158511371467,0.0284130284130284,2,1,2886.0,1530,0.265072765072765,0.1325363825363825,0.5,1.9999296499391737,0.28125,0.71875,0.07275390625,0.5195625,18,46,['high_quality'],high_quality,Medium_Dice (25-75%)
IMG_2931_1945_969,0.8410102144256375,0.7256407475660855,0.7486332692752056,0.9593937647134776,6710,2253,284,304385,6994,8963,0.2513667298895459,0.0406062339147841,1,1,6994.0,1920,0.2745210180154418,0.1372605090077209,1.0,1.999932783964152,0.265625,0.734375,0.07080078125,0.51898125,17,47,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
IMG_2931_1_485,0.8871292104356135,0.7971538284178208,0.8365334467185638,0.9442393102454972,17645,3448,1042,291497,18687,21093,0.1634665528848433,0.0557606892492106,1,1,18687.0,3905,0.2089688018408519,0.1044844009204259,1.0,1.999945867237757,0.171875,0.828125,0.07373046875,0.5158437499999999,11,53,['high_quality'],high_quality,High_Dice (>75%)
